sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_label_ch1,sample_label_protocol_ch1,sample_source_name_ch2,sample_organism_ch2,sample_taxid_ch2,sample_characteristics_ch2,sample_molecule_ch2,sample_extract_protocol_ch2,sample_label_ch2,sample_label_protocol_ch2,sample_hyb_protocol,sample_scan_protocol,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,value,big_key
t75,,,,,,,T75,GSM878971,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",prostate tissue (radical prostatectomy specimen),Homo sapiens,9606,tissue: localized prostate cancer (T),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878971/suppl/GSM878971_aT75.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878971
t82,,,,,,,T82,GSM878972,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",prostate tissue (radical prostatectomy specimen),Homo sapiens,9606,tissue: localized prostate cancer (T),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878972/suppl/GSM878972_aT82.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878972
t83,,,,,,,T83,GSM878973,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",prostate tissue (radical prostatectomy specimen),Homo sapiens,9606,tissue: localized prostate cancer (T),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878973/suppl/GSM878973_aT83.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878973
t85,,,,,,,T85,GSM878974,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",prostate tissue (radical prostatectomy specimen),Homo sapiens,9606,tissue: localized prostate cancer (T),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878974/suppl/GSM878974_aT85.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878974
wa16,,,,,,,WA16,GSM878975,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878975/suppl/GSM878975_aWA16.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878975
wa3,,,,,,,WA3,GSM878976,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878976/suppl/GSM878976_aWA3.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878976
wa5,,,,,,,WA5,GSM878977,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878977/suppl/GSM878977_aWA5.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878977
wa4,,,,,,,WA4,GSM878978,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878978/suppl/GSM878978_aWA4.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878978
wa13,,,,,,,WA13,GSM878979,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878979/suppl/GSM878979_aWA13.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878979
wa20,,,,,,,WA20,GSM878980,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878980/suppl/GSM878980_aWA20.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878980
wa22,,,,,,,WA22,GSM878981,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878981/suppl/GSM878981_aWA22.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878981
wa24,,,,,,,WA24,GSM878982,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878982/suppl/GSM878982_aWA24.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878982
wa18,,,,,,,WA18,GSM878983,Public on May 23 2012,Feb 21 2012,May 23 2012,genomic,2,normal human male DNA (Promega),Homo sapiens,9606,sample type: reference,genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy3,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),genomic DNA,gDNA was isolated using the Qiagen DNeasy Blood & Tissue Kit according to the manufacturer’s instructions.,Cy5,"1.5 - 3 ug of gDNA from prostate specimens (test channel) or Human Male Genomic DNA (Promega, reference channel), was restriction digested with AluI and RsaI, and labeled with Cy-5 (test channel) or Cy-3 (reference channel).",Cy-5 (test channel) and Cy-3 (reference channel) labeled DNA was purified using Microcon YM-30 columns and hybridized for 40 hours at 65o C. Post-hybridization wash was performed with acetonitrile wash and Agilent Stabilization and Drying Solution wash.,Scanning was performed on an Agilent scanner Model G2505B (5 micron scan with software v7.0).,"Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (v9.5) using protocol CGH-v4_95_Feb07.  For data analysis, probes on all arrays were limited to those on the 105K array. Log(2) ratios for each probe were determined as rProcessedSignal/gProcessedSignal. To remove copy number variants, all probes with log(2) values >1 or <-1 in any of the 28 benign prostate samples were excluded. The final dataset (consisting of localized prostate cancer and castrate  ...",GPL9075,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878983/suppl/GSM878983_aWA18.txt.gz,GSE35988,92530,,log2 ratio of test/reference,GSM878983
