sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_label_ch1,sample_source_name_ch2,sample_organism_ch2,sample_taxid_ch2,sample_treatment_protocol_ch2,sample_growth_protocol_ch2,sample_molecule_ch2,sample_label_ch2,sample_description,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,value,big_key,sample_id,tissue
pca_h75_ds,,,,,,,PCa_H75_DS,GSM1471763,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471763/suppl/GSM1471763_US22502614_252800413730_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471763,H75,Prostate adenocarcinoma
pca_z55_n,,,,,,,PCa_Z55_N,GSM1471764,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471764/suppl/GSM1471764_US22502614_252800413730_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471764,Z55,Prostate adenocarcinoma
pca_z55_ds,,,,,,,PCa_Z55_DS,GSM1471765,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471765/suppl/GSM1471765_US22502614_252800413730_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471765,Z55,Prostate adenocarcinoma
pca_cc3_n,,,,,,,PCa_CC3_N,GSM1471766,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471766/suppl/GSM1471766_US22502614_252800413731_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471766,CC3,Prostate adenocarcinoma
pca_cc3_ds,,,,,,,PCa_CC3_DS,GSM1471767,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471767/suppl/GSM1471767_US22502614_252800413731_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471767,CC3,Prostate adenocarcinoma
pca_cc17_n,,,,,,,PCa_CC17_N,GSM1471768,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471768/suppl/GSM1471768_US22502614_252800413731_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471768,CC17,Prostate adenocarcinoma
pca_cc17_ds,,,,,,,PCa_CC17_DS,GSM1471769,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471769/suppl/GSM1471769_US22502614_252800413731_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471769,CC17,Prostate adenocarcinoma
pca_cc41_n,,,,,,,PCa_CC41_N,GSM1471770,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471770/suppl/GSM1471770_US22502614_252800413731_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471770,CC41,Prostate adenocarcinoma
pca_cc41_ds,,,,,,,PCa_CC41_DS,GSM1471771,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471771/suppl/GSM1471771_US22502614_252800413731_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471771,CC41,Prostate adenocarcinoma
pca_q70_n,,,,,,,PCa_Q70_N,GSM1471772,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471772/suppl/GSM1471772_US22502614_252800413770_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471772,Q70,Prostate adenocarcinoma
pca_q70_ds,,,,,,,PCa_Q70_DS,GSM1471773,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471773/suppl/GSM1471773_US22502614_252800413770_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471773,Q70,Prostate adenocarcinoma
pca_p57_n,,,,,,,PCa_P57_N,GSM1471774,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471774/suppl/GSM1471774_US22502614_252800413770_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471774,P57,Prostate adenocarcinoma
pca_p57_ds,,,,,,,PCa_P57_DS,GSM1471775,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471775/suppl/GSM1471775_US22502614_252800413770_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471775,P57,Prostate adenocarcinoma
pca_cc62_n,,,,,,,PCa_CC62_N,GSM1471776,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471776/suppl/GSM1471776_US22502614_252800413781_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471776,CC62,Prostate adenocarcinoma
pca_cc62_ds,,,,,,,PCa_CC62_DS,GSM1471777,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471777/suppl/GSM1471777_US22502614_252800413781_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471777,CC62,Prostate adenocarcinoma
pca_i81_n,,,,,,,PCa_I81_N,GSM1471778,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471778/suppl/GSM1471778_US22502614_252800413781_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471778,I81,Prostate adenocarcinoma
pca_i81_ds,,,,,,,PCa_I81_DS,GSM1471779,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471779/suppl/GSM1471779_US22502614_252800413781_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471779,I81,Prostate adenocarcinoma
pca_cc75_n,,,,,,,PCa_CC75_N,GSM1471780,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471780/suppl/GSM1471780_US22502614_252800413981_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471780,CC75,Prostate adenocarcinoma
pca_cc75_ds,,,,,,,PCa_CC75_DS,GSM1471781,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471781/suppl/GSM1471781_US22502614_252800413981_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471781,CC75,Prostate adenocarcinoma
pca_cc83_n,,,,,,,PCa_CC83_N,GSM1471782,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471782/suppl/GSM1471782_US22502614_252800413981_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471782,CC83,Prostate adenocarcinoma
pca_cc83_ds,,,,,,,PCa_CC83_DS,GSM1471783,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471783/suppl/GSM1471783_US22502614_252800413981_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471783,CC83,Prostate adenocarcinoma
pca_cc87_n,,,,,,,PCa_CC87_N,GSM1471784,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471784/suppl/GSM1471784_US22502614_252800413981_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471784,CC87,Prostate adenocarcinoma
pca_cc87_ds,,,,,,,PCa_CC87_DS,GSM1471785,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471785/suppl/GSM1471785_US22502614_252800413981_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471785,CC87,Prostate adenocarcinoma
pca_cc91_n,,,,,,,PCa_CC91_N,GSM1471786,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471786/suppl/GSM1471786_US22502614_252800413981_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471786,CC91,Prostate adenocarcinoma
pca_cc91_ds,,,,,,,PCa_CC91_DS,GSM1471787,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471787/suppl/GSM1471787_US22502614_252800413981_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471787,CC91,Prostate adenocarcinoma
pca_d37_n,,,,,,,PCa_D37_N,GSM1471788,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471788/suppl/GSM1471788_US22502614_252800413982_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471788,D37,Prostate adenocarcinoma
pca_d37_ds,,,,,,,PCa_D37_DS,GSM1471789,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471789/suppl/GSM1471789_US22502614_252800413982_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471789,D37,Prostate adenocarcinoma
pca_a2_n,,,,,,,PCa_A2_N,GSM1471790,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471790/suppl/GSM1471790_US22502614_252800413982_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471790,A2,Prostate adenocarcinoma
pca_a2_ds,,,,,,,PCa_A2_DS,GSM1471791,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471791/suppl/GSM1471791_US22502614_252800413982_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471791,A2,Prostate adenocarcinoma
pca_cc35_n,,,,,,,PCa_CC35_N,GSM1471792,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471792/suppl/GSM1471792_US22502614_252800413982_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471792,CC35,Prostate adenocarcinoma
pca_cc35_ds,,,,,,,PCa_CC35_DS,GSM1471793,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471793/suppl/GSM1471793_US22502614_252800413982_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471793,CC35,Prostate adenocarcinoma
pca_cc8_n,,,,,,,PCa_CC8_N,GSM1471794,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471794/suppl/GSM1471794_US22502614_252800413982_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471794,CC8,Prostate adenocarcinoma
pca_cc8_ds,,,,,,,PCa_CC8_DS,GSM1471795,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471795/suppl/GSM1471795_US22502614_252800413982_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471795,CC8,Prostate adenocarcinoma
pca_d40_n,,,,,,,PCa_D40_N,GSM1471796,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471796/suppl/GSM1471796_US22502614_252800413983_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471796,D40,Prostate adenocarcinoma
